Tree#,Groups,WScore
1,46_FK_103-88_FK_145,0.691003
1,47_FK_104-88_FK_145,0.683962
1,48_12-88_FK_145,0.854601
1,48_FK_105-88_FK_145,0.689047
1,49_FK_106-88_FK_145,0.713085
1,4_HALO_4A-88_FK_145,0.593406
1,4_PR15_High-88_FK_145,0.930737
1,50_14-88_FK_145,0.92137
1,50_FK_107-88_FK_145,0.641618
1,51_FK_108-88_FK_145,0.656679
1,52_FK_109-88_FK_145,0.678832
1,53_FK_110-88_FK_145,0.708374
1,54_FK_111-88_FK_145,0.696053
1,55_FK_112-88_FK_145,0.653656
1,56_FK_113-88_FK_145,0.674752
1,57_FK_114-88_FK_145,0.634993
1,58_FK_115-88_FK_145,0.681023
1,59_FK_116-88_FK_145,0.668493
1,5_HALO_5A-88_FK_145,0.614875
1,60-88_FK_145,0.947507
1,60_FK_117-88_FK_145,0.669247
1,61-88_FK_145,0.88778
1,61_FK_118-88_FK_145,0.690294
1,62-88_FK_145,0.94231
1,62_FK_119-88_FK_145,0.568308
1,63_FK_120-88_FK_145,0.561359
1,64_FK_121-88_FK_145,0.574022
1,65-88_FK_145,0.954588
1,65_FK_122-88_FK_145,0.677383
1,66_FK_123-88_FK_145,0.581315
1,67_FK_124-88_FK_145,0.533737
1,68_FK_125-88_FK_145,0.542173
1,69_FK_126-88_FK_145,0.66778
1,6_HALO_6A-88_FK_145,0.656256
1,70_FK_127-88_FK_145,0.616629
1,71_FK_128-88_FK_145,0.541646
1,72_FK_129-88_FK_145,0.541989
1,73_FK_130-88_FK_145,0.438216
1,74_FK_131-88_FK_145,0.215428
1,75_FK_132-88_FK_145,0.225207
1,76_FK_133-88_FK_145,0.289087
1,77_FK_134-88_FK_145,0.505011
1,78_FK_135-88_FK_145,0.320195
1,79_FK_136-88_FK_145,0.183924
1,7_G2_ST-88_FK_145,0.96945
1,7_HALO_7A-88_FK_145,0.668785
1,80_FK_137-88_FK_145,0.29457
1,81_FK_138-88_FK_145,0.597699
1,82_FK_139-88_FK_145,0.278049
1,83_FK_140-88_FK_145,0.245553
1,84_FK_141-88_FK_145,0.300229
1,85_FK_142-88_FK_145,0.472616
1,86_FK_143-88_FK_145,0.193113
1,87_FK_144-88_FK_145,0.171034
1,10_G2_HG-89_FK_146,0.867415
1,10_HALO_2B-89_FK_146,0.81515
1,11_HALO_3B-89_FK_146,0.823202
1,12_HALO_4B-89_FK_146,0.820422
1,12_W_plus_3_G1-89_FK_146,0.984261
1,13_HALO_5B-89_FK_146,0.813008
1,13_W_plus_3_G11-89_FK_146,0.948122
1,14_HALO_6B-89_FK_146,0.805736
1,14_W_plus_3_H6-89_FK_146,0.94444
1,15_HALO_7B-89_FK_146,0.807815
1,16_HALO_8B-89_FK_146,0.832069
1,17_HALO_1C-89_FK_146,0.810787
1,17_S6_g11-89_FK_146,0.962889
1,18_11_20_1_1-89_FK_146,0.684401
1,18_11_20_1_2-89_FK_146,0.653819
1,18_11_20_1_3-89_FK_146,0.605674
1,18_11_20_2_1-89_FK_146,0.604047
1,18_11_20_2_2-89_FK_146,0.680688
1,18_11_20_2_3-89_FK_146,0.73983
1,18_11_20_3_1-89_FK_146,0.7018
1,18_11_20_3_2-89_FK_146,0.778441
1,18_11_20_3_3-89_FK_146,0.601539
1,18_HALO_2C-89_FK_146,0.831486
1,18_S6_H6-89_FK_146,0.865738
1,19_HALO_3C-89_FK_146,0.828122
1,1_HALO_1A-89_FK_146,0.768692
1,20_HALO_4C-89_FK_146,0.832034
1,21_HALO_5C-89_FK_146,0.8184
1,22_HALO_6C-89_FK_146,0.813858
1,23_11_20_1_1-89_FK_146,0.585399
1,23_11_20_1_2-89_FK_146,0.558028
1,23_11_20_1_3-89_FK_146,0.591991
1,23_11_20_2_1-89_FK_146,0.504371
1,23_11_20_2_2-89_FK_146,0.424294
1,23_11_20_2_3-89_FK_146,0.476953
1,23_11_20_3_1-89_FK_146,0.458844
1,23_11_20_3_2-89_FK_146,0.512253
1,23_11_20_3_3-89_FK_146,0.731539
1,23_HALO_7C-89_FK_146,0.816517
1,24_HALO_8C-89_FK_146,0.812925
1,25_FK_082-89_FK_146,0.723718
1,26_11_20_2_1-89_FK_146,0.646932
1,26_11_20_2_2-89_FK_146,0.520345
1,26_11_20_2_3-89_FK_146,0.537001
1,26_11_20_3_1-89_FK_146,0.486897
1,26_11_20_3_2-89_FK_146,0.561681
1,26_11_20_3_3-89_FK_146,0.569901
1,26_FK_083-89_FK_146,0.847846
1,27_11_20_1_1-89_FK_146,0.570136
1,27_11_20_1_1A-89_FK_146,0.557478
1,27_11_20_1_2-89_FK_146,0.551818
1,27_11_20_1_2A-89_FK_146,0.546297
1,27_11_20_1_3-89_FK_146,0.666962
1,27_11_20_1_3A-89_FK_146,0.649859
1,27_FK_084-89_FK_146,0.833923
1,28_FK_085-89_FK_146,0.845621
1,29_FK_086-89_FK_146,0.75306
1,2_HALO_2A-89_FK_146,0.793635
1,2_PR8_High-89_FK_146,0.927471
1,30_FK_087-89_FK_146,0.849988
1,31_FK_088-89_FK_146,0.825411
1,32_FK_089-89_FK_146,0.818089
1,33_FK_090-89_FK_146,0.710392
1,34_FK_091-89_FK_146,0.816589
1,35_FK_092-89_FK_146,0.831079
1,36_FK_093-89_FK_146,0.841012
1,37_FK_094-89_FK_146,0.759579
1,38_FK_095-89_FK_146,0.819007
1,39_FK_096-89_FK_146,0.836493
1,3_HALO_3A-89_FK_146,0.796782
1,40_FK_097-89_FK_146,0.813686
1,41_FK_098-89_FK_146,0.760093
1,42_FK_099-89_FK_146,0.830033
1,43_FK_100-89_FK_146,0.829965
1,44_FK_101-89_FK_146,0.828038
1,45_FK_102-89_FK_146,0.741061
1,46_FK_103-89_FK_146,0.82965
1,47_FK_104-89_FK_146,0.838334
1,48_12-89_FK_146,0.893703
1,48_FK_105-89_FK_146,0.829563
1,49_FK_106-89_FK_146,0.739235
1,4_HALO_4A-89_FK_146,0.738486
1,4_PR15_High-89_FK_146,0.951574
1,50_14-89_FK_146,0.943325
1,50_FK_107-89_FK_146,0.785669
1,51_FK_108-89_FK_146,0.803822
1,52_FK_109-89_FK_146,0.822745
1,53_FK_110-89_FK_146,0.730772
1,54_FK_111-89_FK_146,0.836511
1,55_FK_112-89_FK_146,0.796333
1,56_FK_113-89_FK_146,0.816951
1,57_FK_114-89_FK_146,0.659406
1,58_FK_115-89_FK_146,0.824411
1,59_FK_116-89_FK_146,0.812299
1,5_HALO_5A-89_FK_146,0.764418
1,60-89_FK_146,0.956154
1,60_FK_117-89_FK_146,0.812756
1,61-89_FK_146,0.906102
1,61_FK_118-89_FK_146,0.706717
1,62-89_FK_146,0.949183
1,62_FK_119-89_FK_146,0.73699
1,63_FK_120-89_FK_146,0.732182
1,64_FK_121-89_FK_146,0.744915
1,65-89_FK_146,0.961868
1,65_FK_122-89_FK_146,0.704591
1,66_FK_123-89_FK_146,0.748663
1,67_FK_124-89_FK_146,0.706482
1,68_FK_125-89_FK_146,0.71315
1,69_FK_126-89_FK_146,0.691618
1,6_HALO_6A-89_FK_146,0.807444
1,70_FK_127-89_FK_146,0.778335
1,71_FK_128-89_FK_146,0.716397
1,72_FK_129-89_FK_146,0.713764
1,73_FK_130-89_FK_146,0.344115
1,74_FK_131-89_FK_146,0.406738
1,75_FK_132-89_FK_146,0.48453
1,76_FK_133-89_FK_146,0.523147
1,77_FK_134-89_FK_146,0.417469
1,78_FK_135-89_FK_146,0.511415
1,79_FK_136-89_FK_146,0.414728
1,7_G2_ST-89_FK_146,0.99203
1,7_HALO_7A-89_FK_146,0.821533
1,80_FK_137-89_FK_146,0.512598
1,81_FK_138-89_FK_146,0.519898
1,82_FK_139-89_FK_146,0.476462
1,83_FK_140-89_FK_146,0.428351
1,84_FK_141-89_FK_146,0.497166
1,85_FK_142-89_FK_146,0.346728
1,86_FK_143-89_FK_146,0.45828
1,87_FK_144-89_FK_146,0.440533
1,88_FK_145-89_FK_146,0.398701
1,10_G2_HG-8_G2_G1,0.84881
1,10_HALO_2B-8_G2_G1,0.957853
1,11_HALO_3B-8_G2_G1,0.957192
1,12_HALO_4B-8_G2_G1,0.955788
1,12_W_plus_3_G1-8_G2_G1,0.374446
1,13_HALO_5B-8_G2_G1,0.953769
1,13_W_plus_3_G11-8_G2_G1,0.763248
1,14_HALO_6B-8_G2_G1,0.954162
1,14_W_plus_3_H6-8_G2_G1,0.88076
1,15_HALO_7B-8_G2_G1,0.958064
1,16_HALO_8B-8_G2_G1,0.954587
1,17_HALO_1C-8_G2_G1,0.955277
1,17_S6_g11-8_G2_G1,0.805815
1,18_11_20_1_1-8_G2_G1,0.915555
1,18_11_20_1_2-8_G2_G1,0.935382
1,18_11_20_1_3-8_G2_G1,0.938586
1,18_11_20_2_1-8_G2_G1,0.936098
1,18_11_20_2_2-8_G2_G1,0.936557
1,18_11_20_2_3-8_G2_G1,0.937367
1,18_11_20_3_1-8_G2_G1,0.940428
1,18_11_20_3_2-8_G2_G1,0.911636
1,18_11_20_3_3-8_G2_G1,0.939624
1,18_HALO_2C-8_G2_G1,0.957026
1,18_S6_H6-8_G2_G1,0.87413
1,19_HALO_3C-8_G2_G1,0.957292
1,1_HALO_1A-8_G2_G1,0.948854
1,20_HALO_4C-8_G2_G1,0.958179
1,21_HALO_5C-8_G2_G1,0.957304
1,22_HALO_6C-8_G2_G1,0.955478
1,23_11_20_1_1-8_G2_G1,0.941038
1,23_11_20_1_2-8_G2_G1,0.935978
1,23_11_20_1_3-8_G2_G1,0.945912
1,23_11_20_2_1-8_G2_G1,0.944179
1,23_11_20_2_2-8_G2_G1,0.94246
1,23_11_20_2_3-8_G2_G1,0.949071
1,23_11_20_3_1-8_G2_G1,0.947569
1,23_11_20_3_2-8_G2_G1,0.939217
1,23_11_20_3_3-8_G2_G1,0.939779
1,23_HALO_7C-8_G2_G1,0.956337
1,24_HALO_8C-8_G2_G1,0.954983
1,25_FK_082-8_G2_G1,0.958909
1,26_11_20_2_1-8_G2_G1,0.937724
1,26_11_20_2_2-8_G2_G1,0.935511
1,26_11_20_2_3-8_G2_G1,0.940405
1,26_11_20_3_1-8_G2_G1,0.940898
1,26_11_20_3_2-8_G2_G1,0.933745
1,26_11_20_3_3-8_G2_G1,0.945726
1,26_FK_083-8_G2_G1,0.957297
1,27_11_20_1_1-8_G2_G1,0.932425
1,27_11_20_1_1A-8_G2_G1,0.93688
1,27_11_20_1_2-8_G2_G1,0.950977
1,27_11_20_1_2A-8_G2_G1,0.943339
1,27_11_20_1_3-8_G2_G1,0.932855
1,27_11_20_1_3A-8_G2_G1,0.932829
1,27_FK_084-8_G2_G1,0.956251
1,28_FK_085-8_G2_G1,0.956255
1,29_FK_086-8_G2_G1,0.96539
1,2_HALO_2A-8_G2_G1,0.956473
1,2_PR8_High-8_G2_G1,0.96117
1,30_FK_087-8_G2_G1,0.956839
1,31_FK_088-8_G2_G1,0.953434
1,32_FK_089-8_G2_G1,0.95517
1,33_FK_090-8_G2_G1,0.96163
1,34_FK_091-8_G2_G1,0.955736
1,35_FK_092-8_G2_G1,0.955717
1,36_FK_093-8_G2_G1,0.95598
1,37_FK_094-8_G2_G1,0.954375
1,38_FK_095-8_G2_G1,0.955286
1,39_FK_096-8_G2_G1,0.955638
1,3_HALO_3A-8_G2_G1,0.95524
1,40_FK_097-8_G2_G1,0.954225
1,41_FK_098-8_G2_G1,0.967106
1,42_FK_099-8_G2_G1,0.951796
1,43_FK_100-8_G2_G1,0.953969
1,44_FK_101-8_G2_G1,0.95401
1,45_FK_102-8_G2_G1,0.961306
1,46_FK_103-8_G2_G1,0.956388
1,47_FK_104-8_G2_G1,0.957
1,48_12-8_G2_G1,0.955892
1,48_FK_105-8_G2_G1,0.954831
1,49_FK_106-8_G2_G1,0.962497
1,4_HALO_4A-8_G2_G1,0.955637
1,4_PR15_High-8_G2_G1,0.964768
1,50_14-8_G2_G1,0.963104
1,50_FK_107-8_G2_G1,0.951301
1,51_FK_108-8_G2_G1,0.956199
1,52_FK_109-8_G2_G1,0.95324
1,53_FK_110-8_G2_G1,0.970471
1,54_FK_111-8_G2_G1,0.956306
1,55_FK_112-8_G2_G1,0.9541
1,56_FK_113-8_G2_G1,0.95528
1,57_FK_114-8_G2_G1,0.961619
1,58_FK_115-8_G2_G1,0.954886
1,59_FK_116-8_G2_G1,0.956361
1,5_HALO_5A-8_G2_G1,0.956569
1,60-8_G2_G1,0.929984
1,60_FK_117-8_G2_G1,0.954469
1,61-8_G2_G1,0.924062
1,61_FK_118-8_G2_G1,0.966424
1,62-8_G2_G1,0.934889
1,62_FK_119-8_G2_G1,0.953273
1,63_FK_120-8_G2_G1,0.953698
1,64_FK_121-8_G2_G1,0.952699
1,65-8_G2_G1,0.929565
1,65_FK_122-8_G2_G1,0.962173
1,66_FK_123-8_G2_G1,0.954921
1,67_FK_124-8_G2_G1,0.95163
1,68_FK_125-8_G2_G1,0.955005
1,69_FK_126-8_G2_G1,0.955184
1,6_HALO_6A-8_G2_G1,0.954944
1,70_FK_127-8_G2_G1,0.956863
1,71_FK_128-8_G2_G1,0.951083
1,72_FK_129-8_G2_G1,0.952292
1,73_FK_130-8_G2_G1,0.957183
1,74_FK_131-8_G2_G1,0.94754
1,75_FK_132-8_G2_G1,0.950024
1,76_FK_133-8_G2_G1,0.948371
1,77_FK_134-8_G2_G1,0.956269
1,78_FK_135-8_G2_G1,0.949269
1,79_FK_136-8_G2_G1,0.948581
1,7_G2_ST-8_G2_G1,0.265881
1,7_HALO_7A-8_G2_G1,0.956788
1,80_FK_137-8_G2_G1,0.949262
1,81_FK_138-8_G2_G1,0.955997
1,82_FK_139-8_G2_G1,0.947035
1,83_FK_140-8_G2_G1,0.947667
1,84_FK_141-8_G2_G1,0.948288
1,85_FK_142-8_G2_G1,0.958019
1,86_FK_143-8_G2_G1,0.948794
1,87_FK_144-8_G2_G1,0.948531
1,88_FK_145-8_G2_G1,0.947663
1,89_FK_146-8_G2_G1,0.957645
1,10_G2_HG-8_HALO_8A,0.926487
1,10_HALO_2B-8_HALO_8A,0.056758
1,11_HALO_3B-8_HALO_8A,0.060416
1,12_HALO_4B-8_HALO_8A,0.072273
1,12_W_plus_3_G1-8_HALO_8A,0.955671
1,13_HALO_5B-8_HALO_8A,0.081947
1,13_W_plus_3_G11-8_HALO_8A,0.955066
1,14_HALO_6B-8_HALO_8A,0.10041
1,14_W_plus_3_H6-8_HALO_8A,0.936266
1,15_HALO_7B-8_HALO_8A,0.05566
1,16_HALO_8B-8_HALO_8A,0.099582
1,17_HALO_1C-8_HALO_8A,0.080293
1,17_S6_g11-8_HALO_8A,0.963715
1,18_11_20_1_1-8_HALO_8A,0.797384
1,18_11_20_1_2-8_HALO_8A,0.583669
1,18_11_20_1_3-8_HALO_8A,0.810424
1,18_11_20_2_1-8_HALO_8A,0.80325
1,18_11_20_2_2-8_HALO_8A,0.764538
1,18_11_20_2_3-8_HALO_8A,0.805884
1,18_11_20_3_1-8_HALO_8A,0.836177
1,18_11_20_3_2-8_HALO_8A,0.86113
1,18_11_20_3_3-8_HALO_8A,0.562127
1,18_HALO_2C-8_HALO_8A,0.079087
1,18_S6_H6-8_HALO_8A,0.926244
1,19_HALO_3C-8_HALO_8A,0.077185
1,1_HALO_1A-8_HALO_8A,0.094205
1,20_HALO_4C-8_HALO_8A,0.090509
1,21_HALO_5C-8_HALO_8A,0.075788
1,22_HALO_6C-8_HALO_8A,0.073666
1,23_11_20_1_1-8_HALO_8A,0.727136
1,23_11_20_1_2-8_HALO_8A,0.538543
1,23_11_20_1_3-8_HALO_8A,0.687125
1,23_11_20_2_1-8_HALO_8A,0.536205
1,23_11_20_2_2-8_HALO_8A,0.6031
1,23_11_20_2_3-8_HALO_8A,0.481406
1,23_11_20_3_1-8_HALO_8A,0.52476
1,23_11_20_3_2-8_HALO_8A,0.538288
1,23_11_20_3_3-8_HALO_8A,0.628087
1,23_HALO_7C-8_HALO_8A,0.098402
1,24_HALO_8C-8_HALO_8A,0.095265
1,25_FK_082-8_HALO_8A,0.575988
1,26_11_20_2_1-8_HALO_8A,0.738849
1,26_11_20_2_2-8_HALO_8A,0.546752
1,26_11_20_2_3-8_HALO_8A,0.51949
1,26_11_20_3_1-8_HALO_8A,0.726376
1,26_11_20_3_2-8_HALO_8A,0.689396
1,26_11_20_3_3-8_HALO_8A,0.618709
1,26_FK_083-8_HALO_8A,0.142245
1,27_11_20_1_1-8_HALO_8A,0.694134
1,27_11_20_1_1A-8_HALO_8A,0.546953
1,27_11_20_1_2-8_HALO_8A,0.717428
1,27_11_20_1_2A-8_HALO_8A,0.58452
1,27_11_20_1_3-8_HALO_8A,0.799968
1,27_11_20_1_3A-8_HALO_8A,0.788327
1,27_FK_084-8_HALO_8A,0.130798
1,28_FK_085-8_HALO_8A,0.15392
1,29_FK_086-8_HALO_8A,0.562806
1,2_HALO_2A-8_HALO_8A,0.065872
1,2_PR8_High-8_HALO_8A,0.877451
1,30_FK_087-8_HALO_8A,0.127686
1,31_FK_088-8_HALO_8A,0.215681
1,32_FK_089-8_HALO_8A,0.1615
1,33_FK_090-8_HALO_8A,0.609766
1,34_FK_091-8_HALO_8A,0.159
1,35_FK_092-8_HALO_8A,0.148253
1,36_FK_093-8_HALO_8A,0.164938
1,37_FK_094-8_HALO_8A,0.566188
1,38_FK_095-8_HALO_8A,0.137963
1,39_FK_096-8_HALO_8A,0.14597
1,3_HALO_3A-8_HALO_8A,0.056397
1,40_FK_097-8_HALO_8A,0.173699
1,41_FK_098-8_HALO_8A,0.575029
1,42_FK_099-8_HALO_8A,0.198047
1,43_FK_100-8_HALO_8A,0.194647
1,44_FK_101-8_HALO_8A,0.171791
1,45_FK_102-8_HALO_8A,0.580845
1,46_FK_103-8_HALO_8A,0.203592
1,47_FK_104-8_HALO_8A,0.217791
1,48_12-8_HALO_8A,0.857321
1,48_FK_105-8_HALO_8A,0.186361
1,49_FK_106-8_HALO_8A,0.58086
1,4_HALO_4A-8_HALO_8A,0.12247
1,4_PR15_High-8_HALO_8A,0.905875
1,50_14-8_HALO_8A,0.895127
1,50_FK_107-8_HALO_8A,0.201031
1,51_FK_108-8_HALO_8A,0.154728
1,52_FK_109-8_HALO_8A,0.19148
1,53_FK_110-8_HALO_8A,0.595649
1,54_FK_111-8_HALO_8A,0.181439
1,55_FK_112-8_HALO_8A,0.24408
1,56_FK_113-8_HALO_8A,0.183182
1,57_FK_114-8_HALO_8A,0.580886
1,58_FK_115-8_HALO_8A,0.194222
1,59_FK_116-8_HALO_8A,0.149702
1,5_HALO_5A-8_HALO_8A,0.092857
1,60-8_HALO_8A,0.953898
1,60_FK_117-8_HALO_8A,0.162359
1,61-8_HALO_8A,0.870539
1,61_FK_118-8_HALO_8A,0.586808
1,62-8_HALO_8A,0.950843
1,62_FK_119-8_HALO_8A,0.196594
1,63_FK_120-8_HALO_8A,0.164474
1,64_FK_121-8_HALO_8A,0.205061
1,65-8_HALO_8A,0.954236
1,65_FK_122-8_HALO_8A,0.57082
1,66_FK_123-8_HALO_8A,0.19733
1,67_FK_124-8_HALO_8A,0.255783
1,68_FK_125-8_HALO_8A,0.208563
1,69_FK_126-8_HALO_8A,0.579331
1,6_HALO_6A-8_HALO_8A,0.071596
1,70_FK_127-8_HALO_8A,0.172425
1,71_FK_128-8_HALO_8A,0.230094
1,72_FK_129-8_HALO_8A,0.235411
1,73_FK_130-8_HALO_8A,0.773687
1,74_FK_131-8_HALO_8A,0.642116
1,75_FK_132-8_HALO_8A,0.58942
1,76_FK_133-8_HALO_8A,0.506966
1,77_FK_134-8_HALO_8A,0.793968
1,78_FK_135-8_HALO_8A,0.517955
1,79_FK_136-8_HALO_8A,0.63526
1,7_G2_ST-8_HALO_8A,0.913458
1,7_HALO_7A-8_HALO_8A,0.06039
1,80_FK_137-8_HALO_8A,0.498079
1,81_FK_138-8_HALO_8A,0.807912
1,82_FK_139-8_HALO_8A,0.585979
1,83_FK_140-8_HALO_8A,0.610055
1,84_FK_141-8_HALO_8A,0.491624
1,85_FK_142-8_HALO_8A,0.804592
1,86_FK_143-8_HALO_8A,0.60412
1,87_FK_144-8_HALO_8A,0.630655
1,88_FK_145-8_HALO_8A,0.654203
1,89_FK_146-8_HALO_8A,0.806024
1,8_G2_G1-8_HALO_8A,0.956198
1,10_G2_HG-90_FK_147,0.838703
1,10_HALO_2B-90_FK_147,0.6469
1,11_HALO_3B-90_FK_147,0.656551
1,12_HALO_4B-90_FK_147,0.655552
1,12_W_plus_3_G1-90_FK_147,0.954118
1,13_HALO_5B-90_FK_147,0.65011
1,13_W_plus_3_G11-90_FK_147,0.947879
1,14_HALO_6B-90_FK_147,0.642045
1,14_W_plus_3_H6-90_FK_147,0.940647
1,15_HALO_7B-90_FK_147,0.640639
1,16_HALO_8B-90_FK_147,0.678149
1,17_HALO_1C-90_FK_147,0.6495
1,17_S6_g11-90_FK_147,0.961326
1,18_11_20_1_1-90_FK_147,0.719665
1,18_11_20_1_2-90_FK_147,0.60364
1,18_11_20_1_3-90_FK_147,0.706633
1,18_11_20_2_1-90_FK_147,0.701098
1,18_11_20_2_2-90_FK_147,0.708474
1,18_11_20_2_3-90_FK_147,0.731726
1,18_11_20_3_1-90_FK_147,0.757503
1,18_11_20_3_2-90_FK_147,0.783671
1,18_11_20_3_3-90_FK_147,0.566055
1,18_HALO_2C-90_FK_147,0.667577
1,18_S6_H6-90_FK_147,0.836327
1,19_HALO_3C-90_FK_147,0.663188
1,1_HALO_1A-90_FK_147,0.607212
1,20_HALO_4C-90_FK_147,0.671975
1,21_HALO_5C-90_FK_147,0.655546
1,22_HALO_6C-90_FK_147,0.651427
1,23_11_20_1_1-90_FK_147,0.618445
1,23_11_20_1_2-90_FK_147,0.503305
1,23_11_20_1_3-90_FK_147,0.593665
1,23_11_20_2_1-90_FK_147,0.479848
1,23_11_20_2_2-90_FK_147,0.400097
1,23_11_20_2_3-90_FK_147,0.457166
1,23_11_20_3_1-90_FK_147,0.462561
1,23_11_20_3_2-90_FK_147,0.426526
1,23_11_20_3_3-90_FK_147,0.641177
1,23_HALO_7C-90_FK_147,0.655993
1,24_HALO_8C-90_FK_147,0.650879
1,25_FK_082-90_FK_147,0.692621
1,26_11_20_2_1-90_FK_147,0.672492
1,26_11_20_2_2-90_FK_147,0.459401
1,26_11_20_2_3-90_FK_147,0.505234
1,26_11_20_3_1-90_FK_147,0.529186
1,26_11_20_3_2-90_FK_147,0.533705
1,26_11_20_3_3-90_FK_147,0.506179
1,26_FK_083-90_FK_147,0.697162
1,27_11_20_1_1-90_FK_147,0.53986
1,27_11_20_1_1A-90_FK_147,0.459945
1,27_11_20_1_2-90_FK_147,0.565531
1,27_11_20_1_2A-90_FK_147,0.4661
1,27_11_20_1_3-90_FK_147,0.720471
1,27_11_20_1_3A-90_FK_147,0.704879
1,27_FK_084-90_FK_147,0.674253
1,28_FK_085-90_FK_147,0.687772
1,29_FK_086-90_FK_147,0.71627
1,2_HALO_2A-90_FK_147,0.631066
1,2_PR8_High-90_FK_147,0.896153
1,30_FK_087-90_FK_147,0.69989
1,31_FK_088-90_FK_147,0.673642
1,32_FK_089-90_FK_147,0.663846
1,33_FK_090-90_FK_147,0.659971
1,34_FK_091-90_FK_147,0.660401
1,35_FK_092-90_FK_147,0.67568
1,36_FK_093-90_FK_147,0.691517
1,37_FK_094-90_FK_147,0.731513
1,38_FK_095-90_FK_147,0.662554
1,39_FK_096-90_FK_147,0.682535
1,3_HALO_3A-90_FK_147,0.636902
1,40_FK_097-90_FK_147,0.656655
1,41_FK_098-90_FK_147,0.735147
1,42_FK_099-90_FK_147,0.674631
1,43_FK_100-90_FK_147,0.67339
1,44_FK_101-90_FK_147,0.675012
1,45_FK_102-90_FK_147,0.712318
1,46_FK_103-90_FK_147,0.6782
1,47_FK_104-90_FK_147,0.670677
1,48_12-90_FK_147,0.856369
1,48_FK_105-90_FK_147,0.675719
1,49_FK_106-90_FK_147,0.698982
1,4_HALO_4A-90_FK_147,0.571756
1,4_PR15_High-90_FK_147,0.929645
1,50_14-90_FK_147,0.921107
1,50_FK_107-90_FK_147,0.627095
1,51_FK_108-90_FK_147,0.644671
1,52_FK_109-90_FK_147,0.666711
1,53_FK_110-90_FK_147,0.681728
1,54_FK_111-90_FK_147,0.682265
1,55_FK_112-90_FK_147,0.641728
1,56_FK_113-90_FK_147,0.661858
1,57_FK_114-90_FK_147,0.639233
1,58_FK_115-90_FK_147,0.67028
1,59_FK_116-90_FK_147,0.655964
1,5_HALO_5A-90_FK_147,0.598146
1,60-90_FK_147,0.952513
1,60_FK_117-90_FK_147,0.656888
1,61-90_FK_147,0.89069
1,61_FK_118-90_FK_147,0.659711
1,62-90_FK_147,0.947484
1,62_FK_119-90_FK_147,0.554834
1,63_FK_120-90_FK_147,0.547812
1,64_FK_121-90_FK_147,0.559393
1,65-90_FK_147,0.958738
1,65_FK_122-90_FK_147,0.63469
1,66_FK_123-90_FK_147,0.560738
1,67_FK_124-90_FK_147,0.520748
1,68_FK_125-90_FK_147,0.529537
1,69_FK_126-90_FK_147,0.632407
1,6_HALO_6A-90_FK_147,0.641503
1,70_FK_127-90_FK_147,0.600911
1,71_FK_128-90_FK_147,0.529089
1,72_FK_129-90_FK_147,0.530087
1,73_FK_130-90_FK_147,0.422453
1,74_FK_131-90_FK_147,0.198519
1,75_FK_132-90_FK_147,0.209058
1,76_FK_133-90_FK_147,0.300629
1,77_FK_134-90_FK_147,0.500603
1,78_FK_135-90_FK_147,0.278654
1,79_FK_136-90_FK_147,0.127313
1,7_G2_ST-90_FK_147,0.960318
1,7_HALO_7A-90_FK_147,0.653343
1,80_FK_137-90_FK_147,0.276121
1,81_FK_138-90_FK_147,0.637335
1,82_FK_139-90_FK_147,0.242494
1,83_FK_140-90_FK_147,0.238921
1,84_FK_141-90_FK_147,0.284427
1,85_FK_142-90_FK_147,0.499457
1,86_FK_143-90_FK_147,0.184448
1,87_FK_144-90_FK_147,0.256003
1,88_FK_145-90_FK_147,0.186739
1,89_FK_146-90_FK_147,0.399573
1,8_G2_G1-90_FK_147,0.948356
1,8_HALO_8A-90_FK_147,0.63752
1,10_G2_HG-91_FK_148,0.832576
1,10_HALO_2B-91_FK_148,0.696539
1,11_HALO_3B-91_FK_148,0.704533
1,12_HALO_4B-91_FK_148,0.705331
1,12_W_plus_3_G1-91_FK_148,0.952518
1,13_HALO_5B-91_FK_148,0.699789
1,13_W_plus_3_G11-91_FK_148,0.94744
1,14_HALO_6B-91_FK_148,0.690471
1,14_W_plus_3_H6-91_FK_148,0.942144
1,15_HALO_7B-91_FK_148,0.689025
1,16_HALO_8B-91_FK_148,0.726621
1,17_HALO_1C-91_FK_148,0.697645
1,17_S6_g11-91_FK_148,0.962415
1,18_11_20_1_1-91_FK_148,0.743758
1,18_11_20_1_2-91_FK_148,0.659204
1,18_11_20_1_3-91_FK_148,0.729593
1,18_11_20_2_1-91_FK_148,0.724915
1,18_11_20_2_2-91_FK_148,0.732137
1,18_11_20_2_3-91_FK_148,0.760001
1,18_11_20_3_1-91_FK_148,0.780417
1,18_11_20_3_2-91_FK_148,0.790894
1,18_11_20_3_3-91_FK_148,0.622309
1,18_HALO_2C-91_FK_148,0.716199
1,18_S6_H6-91_FK_148,0.831133
1,19_HALO_3C-91_FK_148,0.713495
1,1_HALO_1A-91_FK_148,0.655902
1,20_HALO_4C-91_FK_148,0.720741
1,21_HALO_5C-91_FK_148,0.703685
1,22_HALO_6C-91_FK_148,0.697846
1,23_11_20_1_1-91_FK_148,0.651464
1,23_11_20_1_2-91_FK_148,0.554048
1,23_11_20_1_3-91_FK_148,0.638985
1,23_11_20_2_1-91_FK_148,0.48468
1,23_11_20_2_2-91_FK_148,0.378527
