Tree#,Groups,WScore
1,12_HALO_4B-23_11_20_2_2,0.623897
1,12_W_plus_3_G1-23_11_20_2_2,0.950164
1,13_HALO_5B-23_11_20_2_2,0.61544
1,13_W_plus_3_G11-23_11_20_2_2,0.941656
1,14_HALO_6B-23_11_20_2_2,0.607719
1,14_W_plus_3_H6-23_11_20_2_2,0.937383
1,15_HALO_7B-23_11_20_2_2,0.608316
1,16_HALO_8B-23_11_20_2_2,0.641818
1,17_HALO_1C-23_11_20_2_2,0.607452
1,17_S6_g11-23_11_20_2_2,0.957719
1,18_11_20_1_1-23_11_20_2_2,0.661253
1,18_11_20_1_2-23_11_20_2_2,0.46431
1,18_11_20_1_3-23_11_20_2_2,0.654275
1,18_11_20_2_1-23_11_20_2_2,0.649634
1,18_11_20_2_2-23_11_20_2_2,0.627292
1,18_11_20_2_3-23_11_20_2_2,0.671236
1,18_11_20_3_1-23_11_20_2_2,0.708084
1,18_11_20_3_2-23_11_20_2_2,0.728088
1,18_11_20_3_3-23_11_20_2_2,0.441853
1,18_HALO_2C-23_11_20_2_2,0.633695
1,18_S6_H6-23_11_20_2_2,0.874661
1,19_HALO_3C-23_11_20_2_2,0.625844
1,1_HALO_1A-23_11_20_2_2,0.55982
1,20_HALO_4C-23_11_20_2_2,0.641833
1,21_HALO_5C-23_11_20_2_2,0.618156
1,22_HALO_6C-23_11_20_2_2,0.614667
1,23_11_20_1_1-23_11_20_2_2,0.51324
1,23_11_20_1_2-23_11_20_2_2,0.322525
1,23_11_20_1_3-23_11_20_2_2,0.477145
1,23_11_20_2_1-23_11_20_2_2,0.280689
1,10_G2_HG-23_11_20_2_3,0.886812
1,10_HALO_2B-23_11_20_2_3,0.497793
1,11_HALO_3B-23_11_20_2_3,0.507129
1,12_HALO_4B-23_11_20_2_3,0.508667
1,12_W_plus_3_G1-23_11_20_2_3,0.948313
1,13_HALO_5B-23_11_20_2_3,0.501683
1,13_W_plus_3_G11-23_11_20_2_3,0.947155
1,14_HALO_6B-23_11_20_2_3,0.492043
1,14_W_plus_3_H6-23_11_20_2_3,0.937574
1,15_HALO_7B-23_11_20_2_3,0.480494
1,16_HALO_8B-23_11_20_2_3,0.524453
1,17_HALO_1C-23_11_20_2_3,0.481068
1,17_S6_g11-23_11_20_2_3,0.961905
1,18_11_20_1_1-23_11_20_2_3,0.649494
1,18_11_20_1_2-23_11_20_2_3,0.383691
1,18_11_20_1_3-23_11_20_2_3,0.624218
1,18_11_20_2_1-23_11_20_2_3,0.616481
1,18_11_20_2_2-23_11_20_2_3,0.605754
1,18_11_20_2_3-23_11_20_2_3,0.686185
1,18_11_20_3_1-23_11_20_2_3,0.695929
1,18_11_20_3_2-23_11_20_2_3,0.785003
1,18_11_20_3_3-23_11_20_2_3,0.340636
1,18_HALO_2C-23_11_20_2_3,0.513431
1,18_S6_H6-23_11_20_2_3,0.882658
1,19_HALO_3C-23_11_20_2_3,0.503254
1,1_HALO_1A-23_11_20_2_3,0.432126
1,20_HALO_4C-23_11_20_2_3,0.522274
1,21_HALO_5C-23_11_20_2_3,0.494974
1,22_HALO_6C-23_11_20_2_3,0.495688
1,23_11_20_1_1-23_11_20_2_3,0.515335
1,23_11_20_1_2-23_11_20_2_3,0.276552
1,23_11_20_1_3-23_11_20_2_3,0.477413
1,23_11_20_2_1-23_11_20_2_3,0.251908
1,23_11_20_2_2-23_11_20_2_3,0.327841
1,10_G2_HG-23_11_20_3_1,0.884453
1,10_HALO_2B-23_11_20_3_1,0.537278
1,11_HALO_3B-23_11_20_3_1,0.547255
1,12_HALO_4B-23_11_20_3_1,0.547555
1,12_W_plus_3_G1-23_11_20_3_1,0.945701
1,13_HALO_5B-23_11_20_3_1,0.539747
1,13_W_plus_3_G11-23_11_20_3_1,0.946515
1,14_HALO_6B-23_11_20_3_1,0.532641
1,14_W_plus_3_H6-23_11_20_3_1,0.936876
1,15_HALO_7B-23_11_20_3_1,0.525607
1,16_HALO_8B-23_11_20_3_1,0.564925
1,17_HALO_1C-23_11_20_3_1,0.523346
1,17_S6_g11-23_11_20_3_1,0.961431
1,18_11_20_1_1-23_11_20_3_1,0.573739
1,18_11_20_1_2-23_11_20_3_1,0.376457
1,18_11_20_1_3-23_11_20_3_1,0.548414
1,18_11_20_2_1-23_11_20_3_1,0.54212
1,18_11_20_2_2-23_11_20_3_1,0.53979
1,18_11_20_2_3-23_11_20_3_1,0.651826
1,18_11_20_3_1-23_11_20_3_1,0.623041
1,18_11_20_3_2-23_11_20_3_1,0.754847
1,18_11_20_3_3-23_11_20_3_1,0.274567
1,18_HALO_2C-23_11_20_3_1,0.555142
1,18_S6_H6-23_11_20_3_1,0.880558
1,19_HALO_3C-23_11_20_3_1,0.544808
1,1_HALO_1A-23_11_20_3_1,0.476806
1,20_HALO_4C-23_11_20_3_1,0.563819
1,21_HALO_5C-23_11_20_3_1,0.537371
1,22_HALO_6C-23_11_20_3_1,0.535651
1,23_11_20_1_1-23_11_20_3_1,0.438733
1,23_11_20_1_2-23_11_20_3_1,0.246974
1,23_11_20_1_3-23_11_20_3_1,0.402077
1,23_11_20_2_1-23_11_20_3_1,0.298161
1,23_11_20_2_2-23_11_20_3_1,0.325533
1,23_11_20_2_3-23_11_20_3_1,0.122632
1,10_G2_HG-23_11_20_3_2,0.87347
1,10_HALO_2B-23_11_20_3_2,0.552929
1,11_HALO_3B-23_11_20_3_2,0.563112
1,12_HALO_4B-23_11_20_3_2,0.564173
1,12_W_plus_3_G1-23_11_20_3_2,0.93578
1,13_HALO_5B-23_11_20_3_2,0.553552
1,13_W_plus_3_G11-23_11_20_3_2,0.939952
1,14_HALO_6B-23_11_20_3_2,0.545897
1,14_W_plus_3_H6-23_11_20_3_2,0.933668
1,15_HALO_7B-23_11_20_3_2,0.542734
1,16_HALO_8B-23_11_20_3_2,0.580702
1,17_HALO_1C-23_11_20_3_2,0.54043
1,17_S6_g11-23_11_20_3_2,0.955437
1,18_11_20_1_1-23_11_20_3_2,0.714785
1,18_11_20_1_2-23_11_20_3_2,0.453409
1,18_11_20_1_3-23_11_20_3_2,0.694802
1,18_11_20_2_1-23_11_20_3_2,0.687759
1,18_11_20_2_2-23_11_20_3_2,0.673338
1,18_11_20_2_3-23_11_20_3_2,0.723569
1,18_11_20_3_1-23_11_20_3_2,0.762963
1,18_11_20_3_2-23_11_20_3_2,0.783988
1,18_11_20_3_3-23_11_20_3_2,0.409011
1,18_HALO_2C-23_11_20_3_2,0.572686
1,18_S6_H6-23_11_20_3_2,0.867863
1,19_HALO_3C-23_11_20_3_2,0.563036
1,1_HALO_1A-23_11_20_3_2,0.492917
1,20_HALO_4C-23_11_20_3_2,0.582255
1,21_HALO_5C-23_11_20_3_2,0.555944
1,22_HALO_6C-23_11_20_3_2,0.552433
1,23_11_20_1_1-23_11_20_3_2,0.573804
1,23_11_20_1_2-23_11_20_3_2,0.286691
1,23_11_20_1_3-23_11_20_3_2,0.527765
1,23_11_20_2_1-23_11_20_3_2,0.264834
1,23_11_20_2_2-23_11_20_3_2,0.223692
1,23_11_20_2_3-23_11_20_3_2,0.238014
1,23_11_20_3_1-23_11_20_3_2,0.267406
1,10_G2_HG-23_11_20_3_3,0.932151
1,10_HALO_2B-23_11_20_3_3,0.64221
1,11_HALO_3B-23_11_20_3_3,0.643593
1,12_HALO_4B-23_11_20_3_3,0.644924
1,12_W_plus_3_G1-23_11_20_3_3,0.937293
1,13_HALO_5B-23_11_20_3_3,0.635003
1,13_W_plus_3_G11-23_11_20_3_3,0.938663
1,14_HALO_6B-23_11_20_3_3,0.629129
1,14_W_plus_3_H6-23_11_20_3_3,0.943851
1,15_HALO_7B-23_11_20_3_3,0.634285
1,16_HALO_8B-23_11_20_3_3,0.650912
1,17_HALO_1C-23_11_20_3_3,0.620741
1,17_S6_g11-23_11_20_3_3,0.957705
1,18_11_20_1_1-23_11_20_3_3,0.570484
1,18_11_20_1_2-23_11_20_3_3,0.31327
1,18_11_20_1_3-23_11_20_3_3,0.603115
1,18_11_20_2_1-23_11_20_3_3,0.599872
1,18_11_20_2_2-23_11_20_3_3,0.51063
1,18_11_20_2_3-23_11_20_3_3,0.508342
1,18_11_20_3_1-23_11_20_3_3,0.57179
1,18_11_20_3_2-23_11_20_3_3,0.475532
1,18_11_20_3_3-23_11_20_3_3,0.403484
1,18_HALO_2C-23_11_20_3_3,0.652649
1,18_S6_H6-23_11_20_3_3,0.927167
1,19_HALO_3C-23_11_20_3_3,0.642075
1,1_HALO_1A-23_11_20_3_3,0.589287
1,20_HALO_4C-23_11_20_3_3,0.65836
1,21_HALO_5C-23_11_20_3_3,0.64004
1,22_HALO_6C-23_11_20_3_3,0.634539
1,23_11_20_1_1-23_11_20_3_3,0.430574
1,23_11_20_1_2-23_11_20_3_3,0.373929
1,23_11_20_1_3-23_11_20_3_3,0.448346
1,23_11_20_2_1-23_11_20_3_3,0.474808
1,23_11_20_2_2-23_11_20_3_3,0.488278
1,23_11_20_2_3-23_11_20_3_3,0.516654
1,23_11_20_3_1-23_11_20_3_3,0.48614
1,23_11_20_3_2-23_11_20_3_3,0.507005
1,10_G2_HG-23_HALO_7C,0.933287
1,10_HALO_2B-23_HALO_7C,0.093769
1,11_HALO_3B-23_HALO_7C,0.083493
1,12_HALO_4B-23_HALO_7C,0.074641
1,12_W_plus_3_G1-23_HALO_7C,0.955358
1,13_HALO_5B-23_HALO_7C,0.071627
1,13_W_plus_3_G11-23_HALO_7C,0.955753
1,14_HALO_6B-23_HALO_7C,0.06969
1,14_W_plus_3_H6-23_HALO_7C,0.937135
1,15_HALO_7B-23_HALO_7C,0.10246
1,16_HALO_8B-23_HALO_7C,0.084879
1,17_HALO_1C-23_HALO_7C,0.064314
1,17_S6_g11-23_HALO_7C,0.964379
1,18_11_20_1_1-23_HALO_7C,0.800586
1,18_11_20_1_2-23_HALO_7C,0.598084
1,18_11_20_1_3-23_HALO_7C,0.81858
1,18_11_20_2_1-23_HALO_7C,0.812954
1,18_11_20_2_2-23_HALO_7C,0.773651
1,18_11_20_2_3-23_HALO_7C,0.808016
1,18_11_20_3_1-23_HALO_7C,0.839309
1,18_11_20_3_2-23_HALO_7C,0.862908
1,18_11_20_3_3-23_HALO_7C,0.57735
1,18_HALO_2C-23_HALO_7C,0.080481
1,18_S6_H6-23_HALO_7C,0.932704
1,19_HALO_3C-23_HALO_7C,0.073211
1,1_HALO_1A-23_HALO_7C,0.127134
1,20_HALO_4C-23_HALO_7C,0.080044
1,21_HALO_5C-23_HALO_7C,0.088774
1,22_HALO_6C-23_HALO_7C,0.073712
1,23_11_20_1_1-23_HALO_7C,0.737797
1,23_11_20_1_2-23_HALO_7C,0.556608
1,23_11_20_1_3-23_HALO_7C,0.700424
1,23_11_20_2_1-23_HALO_7C,0.548608
1,23_11_20_2_2-23_HALO_7C,0.619333
1,23_11_20_2_3-23_HALO_7C,0.49731
1,23_11_20_3_1-23_HALO_7C,0.540723
1,23_11_20_3_2-23_HALO_7C,0.555763
1,23_11_20_3_3-23_HALO_7C,0.639246
1,10_G2_HG-24_HALO_8C,0.932504
1,10_HALO_2B-24_HALO_8C,0.094247
1,11_HALO_3B-24_HALO_8C,0.081178
1,12_HALO_4B-24_HALO_8C,0.069764
1,12_W_plus_3_G1-24_HALO_8C,0.958119
1,13_HALO_5B-24_HALO_8C,0.073715
1,13_W_plus_3_G11-24_HALO_8C,0.953002
1,14_HALO_6B-24_HALO_8C,0.08106
1,14_W_plus_3_H6-24_HALO_8C,0.937523
1,15_HALO_7B-24_HALO_8C,0.104947
1,16_HALO_8B-24_HALO_8C,0.080463
1,17_HALO_1C-24_HALO_8C,0.0688
1,17_S6_g11-24_HALO_8C,0.963363
1,18_11_20_1_1-24_HALO_8C,0.793542
1,18_11_20_1_2-24_HALO_8C,0.602054
1,18_11_20_1_3-24_HALO_8C,0.811637
1,18_11_20_2_1-24_HALO_8C,0.805914
1,18_11_20_2_2-24_HALO_8C,0.771325
1,18_11_20_2_3-24_HALO_8C,0.801615
1,18_11_20_3_1-24_HALO_8C,0.830576
1,18_11_20_3_2-24_HALO_8C,0.856534
1,18_11_20_3_3-24_HALO_8C,0.579031
1,18_HALO_2C-24_HALO_8C,0.073878
1,18_S6_H6-24_HALO_8C,0.931822
1,19_HALO_3C-24_HALO_8C,0.068758
1,1_HALO_1A-24_HALO_8C,0.129591
1,20_HALO_4C-24_HALO_8C,0.071181
1,21_HALO_5C-24_HALO_8C,0.08067
1,22_HALO_6C-24_HALO_8C,0.064715
1,23_11_20_1_1-24_HALO_8C,0.736319
1,23_11_20_1_2-24_HALO_8C,0.559834
1,23_11_20_1_3-24_HALO_8C,0.700889
1,23_11_20_2_1-24_HALO_8C,0.554335
1,23_11_20_2_2-24_HALO_8C,0.621069
1,23_11_20_2_3-24_HALO_8C,0.504558
1,23_11_20_3_1-24_HALO_8C,0.545761
1,23_11_20_3_2-24_HALO_8C,0.561435
1,23_11_20_3_3-24_HALO_8C,0.642486
1,23_HALO_7C-24_HALO_8C,0.076783
1,10_G2_HG-25_FK_082,0.898803
1,10_HALO_2B-25_FK_082,0.575561
1,11_HALO_3B-25_FK_082,0.559641
1,12_HALO_4B-25_FK_082,0.563955
1,12_W_plus_3_G1-25_FK_082,0.976927
1,13_HALO_5B-25_FK_082,0.55583
1,13_W_plus_3_G11-25_FK_082,0.957654
1,14_HALO_6B-25_FK_082,0.553238
1,14_W_plus_3_H6-25_FK_082,0.948063
1,15_HALO_7B-25_FK_082,0.561759
1,16_HALO_8B-25_FK_082,0.559333
1,17_HALO_1C-25_FK_082,0.564064
1,17_S6_g11-25_FK_082,0.966917
1,18_11_20_1_1-25_FK_082,0.815419
1,18_11_20_1_2-25_FK_082,0.753987
1,18_11_20_1_3-25_FK_082,0.800489
1,18_11_20_2_1-25_FK_082,0.798849
1,18_11_20_2_2-25_FK_082,0.8105
1,18_11_20_2_3-25_FK_082,0.855794
1,18_11_20_3_1-25_FK_082,0.848101
1,18_11_20_3_2-25_FK_082,0.865793
1,18_11_20_3_3-25_FK_082,0.773341
1,18_HALO_2C-25_FK_082,0.573266
1,18_S6_H6-25_FK_082,0.901103
1,19_HALO_3C-25_FK_082,0.571602
1,1_HALO_1A-25_FK_082,0.592934
1,20_HALO_4C-25_FK_082,0.565697
1,21_HALO_5C-25_FK_082,0.581669
1,22_HALO_6C-25_FK_082,0.558425
1,23_11_20_1_1-25_FK_082,0.770824
1,23_11_20_1_2-25_FK_082,0.750016
1,23_11_20_1_3-25_FK_082,0.775164
1,23_11_20_2_1-25_FK_082,0.750152
1,23_11_20_2_2-25_FK_082,0.698582
1,23_11_20_2_3-25_FK_082,0.702396
1,23_11_20_3_1-25_FK_082,0.715549
1,23_11_20_3_2-25_FK_082,0.69867
1,23_11_20_3_3-25_FK_082,0.795985
1,23_HALO_7C-25_FK_082,0.554736
1,24_HALO_8C-25_FK_082,0.544465
1,10_G2_HG-26_11_20_2_1,0.926046
1,10_HALO_2B-26_11_20_2_1,0.752009
1,11_HALO_3B-26_11_20_2_1,0.752129
1,12_HALO_4B-26_11_20_2_1,0.755148
1,12_W_plus_3_G1-26_11_20_2_1,0.951597
1,13_HALO_5B-26_11_20_2_1,0.745645
1,13_W_plus_3_G11-26_11_20_2_1,0.937193
1,14_HALO_6B-26_11_20_2_1,0.738171
1,14_W_plus_3_H6-26_11_20_2_1,0.94006
1,15_HALO_7B-26_11_20_2_1,0.743542
1,16_HALO_8B-26_11_20_2_1,0.760627
1,17_HALO_1C-26_11_20_2_1,0.731202
1,17_S6_g11-26_11_20_2_1,0.95656
1,18_11_20_1_1-26_11_20_2_1,0.393707
1,18_11_20_1_2-26_11_20_2_1,0.352393
1,18_11_20_1_3-26_11_20_2_1,0.361159
1,18_11_20_2_1-26_11_20_2_1,0.362466
1,18_11_20_2_2-26_11_20_2_1,0.338523
1,18_11_20_2_3-26_11_20_2_1,0.40085
1,18_11_20_3_1-26_11_20_2_1,0.348639
1,18_11_20_3_2-26_11_20_2_1,0.492182
1,18_11_20_3_3-26_11_20_2_1,0.378876
1,18_HALO_2C-26_11_20_2_1,0.759823
1,18_S6_H6-26_11_20_2_1,0.923176
1,19_HALO_3C-26_11_20_2_1,0.75027
1,1_HALO_1A-26_11_20_2_1,0.701212
1,20_HALO_4C-26_11_20_2_1,0.765536
1,21_HALO_5C-26_11_20_2_1,0.748603
1,22_HALO_6C-26_11_20_2_1,0.743325
1,23_11_20_1_1-26_11_20_2_1,0.2594
1,23_11_20_1_2-26_11_20_2_1,0.45246
1,23_11_20_1_3-26_11_20_2_1,0.321886
1,23_11_20_2_1-26_11_20_2_1,0.574576
1,23_11_20_2_2-26_11_20_2_1,0.575718
1,23_11_20_2_3-26_11_20_2_1,0.574453
1,23_11_20_3_1-26_11_20_2_1,0.499791
1,23_11_20_3_2-26_11_20_2_1,0.632772
1,23_11_20_3_3-26_11_20_2_1,0.294258
1,23_HALO_7C-26_11_20_2_1,0.749922
1,24_HALO_8C-26_11_20_2_1,0.74844
1,25_FK_082-26_11_20_2_1,0.795579
1,10_G2_HG-26_11_20_2_2,0.885831
1,10_HALO_2B-26_11_20_2_2,0.559169
1,11_HALO_3B-26_11_20_2_2,0.568737
1,12_HALO_4B-26_11_20_2_2,0.570139
1,12_W_plus_3_G1-26_11_20_2_2,0.941551
1,13_HALO_5B-26_11_20_2_2,0.559279
1,13_W_plus_3_G11-26_11_20_2_2,0.936539
1,14_HALO_6B-26_11_20_2_2,0.554533
1,14_W_plus_3_H6-26_11_20_2_2,0.930586
1,15_HALO_7B-26_11_20_2_2,0.550273
1,16_HALO_8B-26_11_20_2_2,0.587602
1,17_HALO_1C-26_11_20_2_2,0.545902
1,17_S6_g11-26_11_20_2_2,0.953925
1,18_11_20_1_1-26_11_20_2_2,0.630691
1,18_11_20_1_2-26_11_20_2_2,0.416587
1,18_11_20_1_3-26_11_20_2_2,0.569428
1,18_11_20_2_1-26_11_20_2_2,0.567703
1,18_11_20_2_2-26_11_20_2_2,0.605278
1,18_11_20_2_3-26_11_20_2_2,0.567865
1,18_11_20_3_1-26_11_20_2_2,0.626661
1,18_11_20_3_2-26_11_20_2_2,0.716547
1,18_11_20_3_3-26_11_20_2_2,0.356098
1,18_HALO_2C-26_11_20_2_2,0.577579
1,18_S6_H6-26_11_20_2_2,0.878634
1,19_HALO_3C-26_11_20_2_2,0.568156
1,1_HALO_1A-26_11_20_2_2,0.498124
1,20_HALO_4C-26_11_20_2_2,0.585612
1,21_HALO_5C-26_11_20_2_2,0.561312
1,22_HALO_6C-26_11_20_2_2,0.55756
1,23_11_20_1_1-26_11_20_2_2,0.491873
1,23_11_20_1_2-26_11_20_2_2,0.235565
1,23_11_20_1_3-26_11_20_2_2,0.461539
1,23_11_20_2_1-26_11_20_2_2,0.327559
1,23_11_20_2_2-26_11_20_2_2,0.263125
1,23_11_20_2_3-26_11_20_2_2,0.251796
1,23_11_20_3_1-26_11_20_2_2,0.222737
1,23_11_20_3_2-26_11_20_2_2,0.246755
1,23_11_20_3_3-26_11_20_2_2,0.443992
1,23_HALO_7C-26_11_20_2_2,0.56463
1,24_HALO_8C-26_11_20_2_2,0.566883
1,25_FK_082-26_11_20_2_2,0.725304
1,26_11_20_2_1-26_11_20_2_2,0.509849
1,10_G2_HG-26_11_20_2_3,0.892236
1,10_HALO_2B-26_11_20_2_3,0.533202
1,11_HALO_3B-26_11_20_2_3,0.543527
1,12_HALO_4B-26_11_20_2_3,0.544934
1,12_W_plus_3_G1-26_11_20_2_3,0.942431
1,13_HALO_5B-26_11_20_2_3,0.53578
1,13_W_plus_3_G11-26_11_20_2_3,0.939423
1,14_HALO_6B-26_11_20_2_3,0.530038
1,14_W_plus_3_H6-26_11_20_2_3,0.934853
1,15_HALO_7B-26_11_20_2_3,0.521675
1,16_HALO_8B-26_11_20_2_3,0.561879
1,17_HALO_1C-26_11_20_2_3,0.518326
1,17_S6_g11-26_11_20_2_3,0.956733
1,18_11_20_1_1-26_11_20_2_3,0.600355
1,18_11_20_1_2-26_11_20_2_3,0.314971
1,18_11_20_1_3-26_11_20_2_3,0.596357
1,18_11_20_2_1-26_11_20_2_3,0.590484
1,18_11_20_2_2-26_11_20_2_3,0.591374
1,18_11_20_2_3-26_11_20_2_3,0.623637
1,18_11_20_3_1-26_11_20_2_3,0.658409
1,18_11_20_3_2-26_11_20_2_3,0.700483
1,18_11_20_3_3-26_11_20_2_3,0.306062
1,18_HALO_2C-26_11_20_2_3,0.55191
1,18_S6_H6-26_11_20_2_3,0.886059
1,19_HALO_3C-26_11_20_2_3,0.541474
1,1_HALO_1A-26_11_20_2_3,0.471299
1,20_HALO_4C-26_11_20_2_3,0.560416
1,21_HALO_5C-26_11_20_2_3,0.533252
1,22_HALO_6C-26_11_20_2_3,0.532746
1,23_11_20_1_1-26_11_20_2_3,0.45429
1,23_11_20_1_2-26_11_20_2_3,0.201352
1,23_11_20_1_3-26_11_20_2_3,0.432935
1,23_11_20_2_1-26_11_20_2_3,0.286991
1,23_11_20_2_2-26_11_20_2_3,0.356204
1,23_11_20_2_3-26_11_20_2_3,0.181577
1,23_11_20_3_1-26_11_20_2_3,0.187061
1,23_11_20_3_2-26_11_20_2_3,0.277903
1,23_11_20_3_3-26_11_20_2_3,0.413531
1,23_HALO_7C-26_11_20_2_3,0.53667
1,24_HALO_8C-26_11_20_2_3,0.541348
1,25_FK_082-26_11_20_2_3,0.712567
1,26_11_20_2_1-26_11_20_2_3,0.491852
1,26_11_20_2_2-26_11_20_2_3,0.231022
1,10_G2_HG-26_11_20_3_1,0.856347
1,10_HALO_2B-26_11_20_3_1,0.736192
1,11_HALO_3B-26_11_20_3_1,0.742365
1,12_HALO_4B-26_11_20_3_1,0.741465
1,12_W_plus_3_G1-26_11_20_3_1,0.950572
1,13_HALO_5B-26_11_20_3_1,0.735711
1,13_W_plus_3_G11-26_11_20_3_1,0.940988
1,14_HALO_6B-26_11_20_3_1,0.729519
1,14_W_plus_3_H6-26_11_20_3_1,0.94077
1,15_HALO_7B-26_11_20_3_1,0.729277
1,16_HALO_8B-26_11_20_3_1,0.756183
1,17_HALO_1C-26_11_20_3_1,0.729235
1,17_S6_g11-26_11_20_3_1,0.958833
1,18_11_20_1_1-26_11_20_3_1,0.359484
1,18_11_20_1_2-26_11_20_3_1,0.42797
1,18_11_20_1_3-26_11_20_3_1,0.314307
1,18_11_20_2_1-26_11_20_3_1,0.30828
1,18_11_20_2_2-26_11_20_3_1,0.348727
1,18_11_20_2_3-26_11_20_3_1,0.537101
1,18_11_20_3_1-26_11_20_3_1,0.38998
1,18_11_20_3_2-26_11_20_3_1,0.676189
1,18_11_20_3_3-26_11_20_3_1,0.316305
1,18_HALO_2C-26_11_20_3_1,0.75156
1,18_S6_H6-26_11_20_3_1,0.851889
1,19_HALO_3C-26_11_20_3_1,0.747071
1,1_HALO_1A-26_11_20_3_1,0.687467
1,20_HALO_4C-26_11_20_3_1,0.75773
1,21_HALO_5C-26_11_20_3_1,0.740541
1,22_HALO_6C-26_11_20_3_1,0.735616
1,23_11_20_1_1-26_11_20_3_1,0.232892
1,23_11_20_1_2-26_11_20_3_1,0.488856
1,23_11_20_1_3-26_11_20_3_1,0.252636
1,23_11_20_2_1-26_11_20_3_1,0.560067
1,23_11_20_2_2-26_11_20_3_1,0.495366
1,23_11_20_2_3-26_11_20_3_1,0.454968
1,23_11_20_3_1-26_11_20_3_1,0.358917
1,23_11_20_3_2-26_11_20_3_1,0.528122
1,23_11_20_3_3-26_11_20_3_1,0.523601
1,23_HALO_7C-26_11_20_3_1,0.738047
1,24_HALO_8C-26_11_20_3_1,0.737982
1,25_FK_082-26_11_20_3_1,0.728803
1,26_11_20_2_1-26_11_20_3_1,0.369924
1,26_11_20_2_2-26_11_20_3_1,0.447504
1,26_11_20_2_3-26_11_20_3_1,0.422323
1,10_G2_HG-26_11_20_3_2,0.88272
1,10_HALO_2B-26_11_20_3_2,0.698727
1,11_HALO_3B-26_11_20_3_2,0.705668
1,12_HALO_4B-26_11_20_3_2,0.706565
1,12_W_plus_3_G1-26_11_20_3_2,0.941348
1,13_HALO_5B-26_11_20_3_2,0.697388
1,13_W_plus_3_G11-26_11_20_3_2,0.935707
1,14_HALO_6B-26_11_20_3_2,0.693332
1,14_W_plus_3_H6-26_11_20_3_2,0.93624
1,15_HALO_7B-26_11_20_3_2,0.693095
1,16_HALO_8B-26_11_20_3_2,0.722853
1,17_HALO_1C-26_11_20_3_2,0.692235
1,17_S6_g11-26_11_20_3_2,0.954236
1,18_11_20_1_1-26_11_20_3_2,0.484857
1,18_11_20_1_2-26_11_20_3_2,0.267439
1,18_11_20_1_3-26_11_20_3_2,0.488217
1,18_11_20_2_1-26_11_20_3_2,0.482824
1,18_11_20_2_2-26_11_20_3_2,0.413472
1,18_11_20_2_3-26_11_20_3_2,0.386913
1,18_11_20_3_1-26_11_20_3_2,0.50665
1,18_11_20_3_2-26_11_20_3_2,0.471417
1,18_11_20_3_3-26_11_20_3_2,0.418271
1,18_HALO_2C-26_11_20_3_2,0.715874
1,18_S6_H6-26_11_20_3_2,0.877562
1,19_HALO_3C-26_11_20_3_2,0.710415
1,1_HALO_1A-26_11_20_3_2,0.646996
1,20_HALO_4C-26_11_20_3_2,0.722926
1,21_HALO_5C-26_11_20_3_2,0.703519
1,22_HALO_6C-26_11_20_3_2,0.699505
1,23_11_20_1_1-26_11_20_3_2,0.326862
1,23_11_20_1_2-26_11_20_3_2,0.356369
1,23_11_20_1_3-26_11_20_3_2,0.346995
1,23_11_20_2_1-26_11_20_3_2,0.510084
1,23_11_20_2_2-26_11_20_3_2,0.401642
1,23_11_20_2_3-26_11_20_3_2,0.461856
1,23_11_20_3_1-26_11_20_3_2,0.426369
1,23_11_20_3_2-26_11_20_3_2,0.464656
1,23_11_20_3_3-26_11_20_3_2,0.372412
1,23_HALO_7C-26_11_20_3_2,0.703871
1,24_HALO_8C-26_11_20_3_2,0.703766
1,25_FK_082-26_11_20_3_2,0.725671
1,26_11_20_2_1-26_11_20_3_2,0.320516
1,26_11_20_2_2-26_11_20_3_2,0.376403
1,26_11_20_2_3-26_11_20_3_2,0.375287
1,26_11_20_3_1-26_11_20_3_2,0.366709
1,10_G2_HG-26_11_20_3_3,0.888446
1,10_HALO_2B-26_11_20_3_3,0.63329
1,11_HALO_3B-26_11_20_3_3,0.642399
1,12_HALO_4B-26_11_20_3_3,0.645403
1,12_W_plus_3_G1-26_11_20_3_3,0.949153
1,13_HALO_5B-26_11_20_3_3,0.641137
1,13_W_plus_3_G11-26_11_20_3_3,0.944892
1,14_HALO_6B-26_11_20_3_3,0.632578
1,14_W_plus_3_H6-26_11_20_3_3,0.939698
1,15_HALO_7B-26_11_20_3_3,0.621014
1,16_HALO_8B-26_11_20_3_3,0.670602
1,17_HALO_1C-26_11_20_3_3,0.627311
1,17_S6_g11-26_11_20_3_3,0.959881
1,18_11_20_1_1-26_11_20_3_3,0.401525
1,18_11_20_1_2-26_11_20_3_3,0.313508
1,18_11_20_1_3-26_11_20_3_3,0.43176
1,18_11_20_2_1-26_11_20_3_3,0.4243
1,18_11_20_2_2-26_11_20_3_3,0.397377
1,18_11_20_2_3-26_11_20_3_3,0.576914
1,18_11_20_3_1-26_11_20_3_3,0.488084
1,18_11_20_3_2-26_11_20_3_3,0.642773
1,18_11_20_3_3-26_11_20_3_3,0.249749
1,18_HALO_2C-26_11_20_3_3,0.654497
1,18_S6_H6-26_11_20_3_3,0.888285
1,19_HALO_3C-26_11_20_3_3,0.647558
1,1_HALO_1A-26_11_20_3_3,0.57533
1,20_HALO_4C-26_11_20_3_3,0.667506
1,21_HALO_5C-26_11_20_3_3,0.640446
1,22_HALO_6C-26_11_20_3_3,0.636811
